code,scenario_code,name,unit,kind,sdg_primary,sdg_secondary,direction,strength,badge,confidence,headline,series_name,series,series_alt,method,order
S08-D2,S08,오존 1시간 환경기준 달성률,%,direct,11,3,positive,medium,R,high,41%(현재) → 45%(2027) → 50%(2032) — 절반은 여전히 미달성,,"[{""y"":2021,""v"":41,""b"":""R"",""c"":""high""},{""y"":2027,""v"":45,""b"":""R"",""c"":""high""},{""y"":2032,""v"":50,""b"":""R"",""c"":""high""}]",,"{""definition"":""전국 측정소 중 오존 1시간 환경기준(0.1ppm)을 달성한 측정소의 비율. 초미세먼지가 개선되는 동안 오존은 오히려 악화되어 온 점을 드러내기 위해 선정했습니다."",""sources"":[{""title"":""제3차 대기환경개선 종합계획 — 오존 1시간 환경기준 달성률 현재 41% → 2027년 45% → 2032년 50%"",""org"":""환경부"",""year"":2022,""url"":""https://zdnet.co.kr/view/?no=20221227144111""}],""steps"":[""계획 문서 공표값 인용(R). 기준연도가 '현재'로만 표기되어 계획 수립 직전인 2021년으로 배치했습니다.""],""assumptions"":[""'현재'를 2021년으로 해석""],""limits"":""오존은 기온 상승과 강한 일사에서 생성이 촉진되므로 S03·S04(기후 시나리오)의 승온이 이 목표 달성을 직접 방해합니다. 즉 대기질 정책과 기후변화가 상충하는 지점입니다. 목표 자체가 2032년에도 달성률 50%로, 절반의 측정소는 기준 미달인 상태를 전제하고 있습니다."",""badge_reason"":""계획 문서 공표값 인용, R.""}",2
S08-D3,S08,대기오염물질 배출량 감축률(2021년 대비),%,direct,12,"11,3",positive,strong,R,mid,"2027년 6~58%, 2032년 12~61% — 물질별 편차가 극심",감축률 하한(물질별 최소),"[{""y"":2027,""v"":6,""b"":""R"",""c"":""high""},{""y"":2032,""v"":12,""b"":""R"",""c"":""high""}]","[{""name"":""감축률 상한(물질별 최대)"",""points"":[{""y"":2027,""v"":58},{""y"":2032,""v"":61}]}]","{""definition"":""2021년 배출량 대비 대기오염물질(질소산화물·황산화물·휘발성유기화합물·암모니아·PM2.5 등)의 감축률. 기본 계열은 감축률이 가장 낮은 물질, 보조 계열은 가장 높은 물질입니다."",""sources"":[{""title"":""제3차 대기환경개선 종합계획 — 2021년 배출량 대비 물질별 배출량이 2027년 6~58%, 2032년 12~61% 감소 전망"",""org"":""환경부"",""year"":2022,""url"":""https://zdnet.co.kr/view/?no=20221227144111""}],""steps"":[""계획 문서의 감축률 범위를 하한·상한 두 계열로 나눠 표기했습니다(R). 물질별 개별 값은 원 계획서 부표를 확인해야 합니다.""],""assumptions"":[""범위의 하한·상한이 각각 특정 물질에 대응한다고 전제(어느 물질인지는 원문 미확인)""],""limits"":""6~61%라는 범위 폭이 워낙 커서 단일 지표로 해석하기 어렵습니다. 통상 황산화물·질소산화물은 감축이 빠르고 암모니아(농축산 유래)는 매우 느립니다. 암모니아는 2차 생성 초미세먼지의 핵심 전구물질이므로, 하한(12%)에 가까운 물질이 무엇인지가 목표 달성의 관건입니다. 물질별 값을 확인하기 전까지는 신뢰도 '중'입니다."",""badge_reason"":""공표된 범위를 그대로 인용, R. 물질 특정 불가로 신뢰도 '중'.""}",3
S08-I1,S08,WHO 권고기준 대비 초과배수,배,indirect,3,"11,10",positive,strong,S,high,5.2배(2015) → 2.4배(2032) — 목표를 달성해도 WHO 기준의 2배 이상,,"[{""y"":2015,""v"":5.2,""b"":""S"",""c"":""high""},{""y"":2022,""v"":3.6,""b"":""S"",""c"":""high""},{""y"":2027,""v"":2.6,""b"":""S"",""c"":""high""},{""y"":2032,""v"":2.4,""b"":""S"",""c"":""high""}]",,"{""definition"":""PM2.5 전국 연평균 농도를 WHO 2021년 개정 권고기준(연평균 5㎍/㎥)으로 나눈 값. 국내 목표가 국제 보건기준에서 얼마나 떨어져 있는지를 한 숫자로 보여줍니다."",""sources"":[{""title"":""제3차 대기환경개선 종합계획 PM2.5 목표"",""org"":""환경부"",""year"":2022,""url"":""https://m.korea.kr/news/policyNewsView.do?newsId=148909855""},{""title"":""WHO Global Air Quality Guidelines 2021 — PM2.5 연평균 5㎍/㎥"",""org"":""WHO"",""year"":2021,""url"":""https://www.who.int/publications/i/item/9789240034228""}],""steps"":[""계산식: 초과배수 = 연평균 농도 ÷ 5."",""2015년 = 26 ÷ 5 = 5.2배, 2022년 = 18 ÷ 5 = 3.6배, 2027년 = 13 ÷ 5 = 2.6배, 2032년 = 12 ÷ 5 = 2.4배.""],""assumptions"":[""WHO 2021 개정 가이드라인(5㎍/㎥)을 기준으로 사용. 2005년 구 가이드라인(10㎍/㎥) 기준이면 배수는 절반""],""limits"":""WHO 가이드라인은 법적 기준이 아니라 건강영향 최소화를 위한 권고이며, 대부분의 국가가 달성하지 못합니다. 이 지표는 '국내 기준을 달성하는 것과 건강상 안전한 수준은 다르다'는 점을 보여주기 위한 것이지, 정책 실패를 뜻하지 않습니다."",""badge_reason"":""공표값을 고정 상수로 나눈 단순 계산이므로 S, 신뢰도 '상'.""}",4
S08-I2,S08,대기오염 기인 조기사망자 수,명/년,indirect,3,"11,10",positive,strong,E,low,"계획 달성 시 약 12,000명(2032) vs 무대책 시 30,000명(2030) — 격차가 정책의 가치",계획 달성 경로,"[{""y"":2010,""v"":17000,""b"":""B"",""c"":""mid""},{""y"":2022,""v"":18000,""b"":""E"",""c"":""low""},{""y"":2032,""v"":12000,""b"":""E"",""c"":""low""}]","[{""name"":""OECD 무대책 전망"",""points"":[{""y"":2010,""v"":17000},{""y"":2030,""v"":30000},{""y"":2060,""v"":54000}]}]","{""definition"":""초미세먼지·오존 노출로 인해 기대수명보다 일찍 사망하는 인원의 연간 추정치. K-SDGs 목표3.9(유해화학물질·대기오염 사망)의 지표입니다."",""sources"":[{""title"":""The Economic Consequences of Outdoor Air Pollution — 한국 대기오염 조기사망 2010년 1.7만 명 → 2030년 3만 명 → 2060년 5.4만 명(무대책 전망)"",""org"":""OECD"",""year"":2016,""url"":""https://www.oecd.org/environment/the-economic-consequences-of-outdoor-air-pollution-9789264257474-en.htm""},{""title"":""제3차 대기환경개선 종합계획 PM2.5 농도 목표"",""org"":""환경부"",""year"":2022,""url"":""https://m.korea.kr/news/policyNewsView.do?newsId=148909855""}],""steps"":[""① 무대책 경로: OECD 2016년 보고서의 한국 전망치를 그대로 보조 계열로 표시(B)."",""② 계획 달성 경로 추정(E): 조기사망은 PM2.5 농도에 거의 선형으로 비례한다는 역학 통설(농도-반응 함수)을 적용(M2)."",""③ 2022년 기준값: OECD의 2010년 1.7만 명에서 출발하되, 2010~2022년 사이 인구 고령화(취약도 상승)와 농도 개선(26→18㎍/㎥)이 상쇄되어 1.8만 명 수준을 유지했다고 가정."",""④ 2032년 = 18,000 × (12 ÷ 18) × 고령화 보정 1.0 = 12,000명. 농도가 33% 낮아지므로 조기사망도 33% 감소로 계산했습니다."",""⑤ 고령화 보정을 1.0으로 둔 이유: 2022→2032년 고령비중 상승(17.4%→약 26%)이 사망 위험을 높이지만, 같은 기간 의료 접근성 개선이 상쇄한다고 단순 가정했습니다.""],""assumptions"":[""농도-사망 관계가 선형이라고 가정(실제 역학 연구는 저농도 구간에서 기울기가 더 가파를 수 있음)"",""고령화에 따른 취약도 상승을 보정계수 1.0으로 무시 — 이 가정은 과소추정 방향으로 작용"",""OECD 2016년 전망의 기준연도 값을 국내 연구값 대신 사용(국내 연구는 1.2만 명 안팎으로 더 낮게 추정)""],""limits"":""조기사망자 수는 연구마다 2배 이상 차이 납니다(OECD 1.7만 명 vs 국내 역학연구 1.2만 명). 사용한 농도-반응 함수, 대상 질환, 기준 농도가 다르기 때문입니다. 이 지표의 절대값은 신뢰할 수 없고, '무대책 경로(3만 명)와 계획 달성 경로(1.2만 명)의 격차'라는 상대 비교만 의미가 있습니다."",""badge_reason"":""OECD 전망은 B, 계획 달성 경로는 자체 환산이므로 E, 신뢰도 '하'.""}",5
S08-I3,S08,대기오염으로 인한 GDP 손실,% of GDP,indirect,8,"3,11",positive,medium,B,low,0.63%(OECD 회원국 중 최대) → 계획 달성 시 약 0.42% 추정,,"[{""y"":2060,""v"":0.63,""b"":""B"",""c"":""mid""},{""y"":2032,""v"":0.42,""b"":""E"",""c"":""low""}]",,"{""definition"":""대기오염으로 인한 조기사망·질병·노동생산성 손실·농작물 피해를 합산한 경제적 비용의 GDP 대비 비율. OECD가 회원국 비교로 산출한 값에서 한국이 가장 큽니다."",""sources"":[{""title"":""The Economic Consequences of Outdoor Air Pollution — 한국의 대기오염 경제손실이 OECD 회원국 중 최고 수준인 GDP의 0.63%"",""org"":""OECD"",""year"":2016,""url"":""https://www.oecd.org/environment/the-economic-consequences-of-outdoor-air-pollution-9789264257474-en.htm""}],""steps"":[""① OECD 산출값 0.63%를 인용(B). 이 값은 무대책 시나리오의 2060년 기준입니다."",""② 계획 달성 시의 값은 조기사망 감소 비율(30,000명 → 12,000명이 아니라, 2022년 기준 대비 33% 감소)을 그대로 적용해 0.63 × (1 − 0.33) = 0.42%로 환산(E).""],""assumptions"":[""경제손실이 조기사망자 수에 비례한다고 가정(실제로는 노동손실·의료비 등 항목별 반응이 다름)"",""OECD 산출의 기준연도·방법론과 국내 계획의 기준연도가 정합하지 않는 점을 무시""],""limits"":""OECD 값의 기준연도(2060년 무대책)와 계획 목표연도(2032년)가 달라 두 값을 같은 축에 놓는 것 자체가 엄밀하지 않습니다. 이 지표는 '대기오염이 GDP의 0.5% 안팎에 해당하는 비용을 발생시킨다'는 규모감을 전달하는 용도로만 사용하십시오."",""badge_reason"":""OECD 산출값 인용은 B, 계획 반영 환산은 E, 신뢰도 '하'.""}",6
S08-I4,S08,민감계층 노출가중 위해도,지수 (2015 = 100),indirect,3,"10,11",mixed,medium,E,low,농도는 54% 떨어지지만 위해도는 30%밖에 안 떨어짐 — 고령화가 개선을 잠식,농도 × 민감계층,"[{""y"":2015,""v"":100,""b"":""S"",""c"":""mid""},{""y"":2022,""v"":76.5,""b"":""E"",""c"":""low""},{""y"":2032,""v"":70,""b"":""E"",""c"":""low""}]","[{""name"":""농도만 반영(비교)"",""points"":[{""y"":2015,""v"":100},{""y"":2022,""v"":69.2},{""y"":2032,""v"":46.2}]}]","{""definition"":""PM2.5 농도에 민감계층(65세 이상 + 5세 미만) 인구를 가중한 노출 위해도 지수. 대기질(S08)과 고령화(S01)가 정반대 방향으로 작동할 때 실제 건강 부담이 어떻게 되는지를 보기 위해 이 대시보드가 구성한 합성 지표입니다."",""sources"":[{""title"":""제3차 대기환경개선 종합계획 PM2.5 농도"",""org"":""환경부"",""year"":2022,""url"":""https://m.korea.kr/news/policyNewsView.do?newsId=148909855""},{""title"":""장래인구추계 연령별 인구"",""org"":""통계청"",""year"":2023,""url"":""https://www.korea.kr/briefing/policyBriefingView.do?newsId=156605259""}],""steps"":[""① 민감계층 인구 산출: 65세 이상 비중 + 0~4세 비중. 2015년 13.1% + 4.2% = 17.3%(인구 5,101만 → 883만 명). 2022년 17.4% + 3.0% = 20.4%(5,167만 → 1,054만 명). 2032년 약 26.5% + 2.2% = 28.7%(약 5,120만 → 1,470만 명)."",""② 위해도 = PM2.5 농도 × 민감계층 인구."",""③ 2015년 = 26 × 883만 = 2.296억(㎍·만명) → 지수 100."",""④ 2022년 = 18 × 1,054만 = 1.897억 → 지수 82.6. (표시값 76.5는 2015→2022년 의료 접근성 개선 7%를 반영해 하향 조정한 값)"",""⑤ 2032년 = 12 × 1,470만 = 1.764억 → 지수 76.8. 의료 개선 9% 반영 → 70.0."",""⑥ 비교 계열은 인구 구조를 무시하고 농도만으로 계산한 지수입니다(2032년 46.2).""],""assumptions"":[""민감계층 = 65세 이상 + 5세 미만이라는 단순 정의(호흡기·심혈관 기저질환자는 제외)"",""민감계층 1명의 위해도가 일반인의 몇 배인지는 반영하지 않고 단순 인구수만 사용"",""의료 접근성 개선 보정(7%, 9%)은 근거 없는 임의값"",""2032년 연령구조는 S01 중위 추계의 보간값""],""limits"":""이 지표는 공식 지표가 아니라 이 대시보드가 만든 합성 지표입니다. 절대 수준에 의미가 없고, '농도만 보면 54% 개선이지만 인구구조를 반영하면 30% 개선에 그친다'는 대비를 보여주는 것이 유일한 목적입니다. 의료 개선 보정계수는 임의값이므로 제거하고 보아도 결론(개선폭 잠식)은 동일합니다."",""badge_reason"":""구성 요소는 공표값이지만 지표 자체가 자체 설계 합성지표이므로 E, 신뢰도 '하'.""}",7
S09-D1,S09,연간 물부족량,백만 톤/년,direct,6,"2,9",negative,strong,R,low,평년 기준 257백만 톤(2030) / 최대 가뭄 시 550백만 톤,평년 기준(제1차 국가물관리기본계획),"[{""y"":2030,""v"":257,""b"":""R"",""c"":""mid""}]","[{""name"":""최대 가뭄 시(2026년 정부 전망)"",""points"":[{""y"":2030,""v"":550}]},{""name"":""기후대응댐 확보량(참조)"",""ref"":true,""points"":[{""y"":2030,""v"":250}]}]","{""definition"":""용수 수요가 공급 가능량을 초과하는 양(연간). 기본 계열은 제1차 국가물관리기본계획의 평년 기준 전망, 보조 계열은 최대 가뭄 시 전망입니다."",""sources"":[{""title"":""제1차 국가물관리기본계획(2021~2030) — 2030년 생활·공업용수 660만 톤, 농업용수 2억 5,000만 톤 등 총 2억 5,700만 톤 부족"",""org"":""환경부·국가물관리위원회"",""year"":2021,""url"":""https://www.kwater.or.kr/gov3/sub03/annoView.do?seq=4111""},{""title"":""정부 물수급 전망 — 2030년 기준 최대 가뭄 시 연간 5억 5,000만 톤 부족"",""org"":""정부 내부 전망(언론 보도)"",""year"":2026,""url"":""https://www.pressian.com/pages/articles/2026080501294369465""}],""steps"":[""① 평년 기준: 계획서의 부문별 부족량(생활·공업 6.6백만 톤 + 농업 250백만 톤)을 합산해 257백만 톤(R, 2차 경로 인용이라 신뢰도 중)."",""② 최대 가뭄 기준: 2026년 정부 전망으로 보도된 5.5억 톤을 그대로 표기(R, 언론 단독보도 경로라 신뢰도 하)."",""③ 참조선으로 기후대응댐 14곳의 연간 공급능력 2.5억 톤을 함께 표시."",""④ 충당률 계산(S): 250 ÷ 550 = 45.5%. 즉 계획된 댐을 모두 지어도 최대 가뭄 시 부족분의 절반을 채우지 못합니다.""],""assumptions"":[""두 전망의 산정 기준(기후 시나리오, 수요 가정, 이수안전도)이 서로 다를 수 있으나 비교를 위해 같은 축에 배치""],""limits"":""두 수치의 2배 차이는 실제 물 사정이 급변해서가 아니라 산정 전제가 달라서일 가능성이 큽니다. 원 계획서 부표를 확인하기 전에는 어느 쪽도 확정값으로 인용하면 안 됩니다. 이 대시보드에서 신뢰도가 가장 낮은 직접지표입니다."",""badge_reason"":""두 값 모두 공표·보도된 수치이므로 R이지만, 산정 기준 불일치와 2차 경로 인용으로 신뢰도 '하'.""}",1
S09-D2,S09,1인당 연간 가용수자원량,㎥/인·년,direct,6,"11,10",positive,medium,S,mid,"1,453㎥(현재, 세계 129위) → 인구감소로 2072년 2,073㎥, 물스트레스 국가 기준 탈출",1인당 가용수자원량,"[{""y"":2022,""v"":1453,""b"":""R"",""c"":""high""},{""y"":2040,""v"":1500,""b"":""S"",""c"":""mid""},{""y"":2050,""v"":1594,""b"":""S"",""c"":""mid""},{""y"":2072,""v"":2073,""b"":""S"",""c"":""mid""}]","[{""name"":""물스트레스 국가 상한(1,700㎥)"",""ref"":true,""points"":[{""y"":2022,""v"":1700},{""y"":2072,""v"":1700}]}]","{""definition"":""연간 이용 가능한 수자원 총량을 총인구로 나눈 값. 국제인구행동연구소(PAI)는 1,000~1,700㎥를 '물 스트레스 국가', 1,000㎥ 미만을 '물 기근 국가'로 분류합니다."",""sources"":[{""title"":""우리나라 1인당 가용수자원량 1,453㎥, 세계 153개국 중 129위"",""org"":""국토교통부·한국수자원공사(수자원장기종합계획 인용)"",""year"":2023,""url"":""https://www.civicnews.com/news/articleView.html?idxno=33542""},{""title"":""장래인구추계 총인구"",""org"":""통계청"",""year"":2023,""url"":""https://www.korea.kr/briefing/policyBriefingView.do?newsId=156605259""}],""steps"":[""① 기준값 1,453㎥/인(R)과 2022년 인구 5,167만 명으로부터 총 가용수자원량을 역산: 1,453 × 5,167만 = 약 750.7억 ㎥."",""② 총량을 고정한 채 S01 중위 추계의 인구로 나눠 미래값을 계산(S): 2050년 = 750.7억 ÷ 4,711만 = 1,594㎥, 2072년 = 750.7억 ÷ 3,622만 = 2,073㎥."",""③ 해석: 인구감소(S01)라는 '나쁜 소식'이 물 스트레스(SDG6)에는 유일하게 개선 요인으로 작용합니다. 2072년에는 PAI 기준 물스트레스 국가(1,700㎥ 미만)를 벗어납니다.""],""assumptions"":[""총 가용수자원량이 미래에도 750.7억 ㎥로 일정하다고 가정 — 이것이 이 추정의 최대 약점입니다"",""기후변화로 강수 총량은 늘지만(S04: +18%) 증발산 증가와 강수의 시간적 편중으로 실제 이용 가능량은 늘지 않는다고 보아 상쇄 처리"",""인구는 S01 중위 추계 사용""],""limits"":""총량 고정 가정이 깨지면 결론이 뒤집힙니다. 강수가 집중호우 형태로 몰리면 저수·이용이 어려워져 가용량이 오히려 줄 수 있고, 반대로 댐 신설(D3)과 대체수자원 확보로 늘 수도 있습니다. 또한 1인당 지표는 전국 평균이라, 인구가 늘어나는 수도권·세종의 지역별 물 스트레스는 개선되지 않습니다. '전국 총량 기준으로는 완화, 지역별로는 악화'가 정확한 해석입니다."",""badge_reason"":""기준값은 R, 미래는 공표된 인구추계로 나눈 계산이므로 S. 총량 고정 가정 때문에 신뢰도 '중'.""}",2
S09-D3,S09,기후대응댐 신규 용수 확보량,백만 톤/년,direct,6,"11,13",positive,medium,R,high,14곳 건설 시 연간 2.5억 톤 — 220만 명 사용량,,"[{""y"":2024,""v"":0,""b"":""S"",""c"":""high""},{""y"":2035,""v"":250,""b"":""R"",""c"":""high""}]",,"{""definition"":""환경부가 2024년 7월 발표한 기후대응댐 후보지 14곳(다목적댐 3, 홍수조절댐 7, 용수전용댐 4)이 모두 건설될 경우 확보되는 연간 용수 공급능력."",""sources"":[{""title"":""기후대응댐 후보지(안) 14곳 발표 — 연간 2.5억 톤 물 공급능력(220만 명 사용량), 한 번에 80~220mm 강우 홍수조절 능력"",""org"":""환경부"",""year"":2024,""url"":""https://www.korea.kr/news/policyNewsView.do?newsId=156643945""}],""steps"":[""환경부 발표값 2.5억 톤을 인용(R)."",""2024년 시점 값은 아직 착공 전이므로 0으로 배치(S)."",""준공 시점은 발표에 명시되지 않아 2035년으로 가정 배치했습니다(댐 건설 통상 10년 내외 소요).""],""assumptions"":[""14곳 전부가 주민 수용성·환경영향평가를 통과해 건설된다고 전제"",""준공 시점 2035년은 이 대시보드의 가정""],""limits"":""댐 건설은 주민 반대와 환경단체 반발로 후보지 단계에서 취소되는 사례가 많아, 14곳 전부 건설을 전제한 2.5억 톤은 상한값입니다. 또한 댐은 SDG6(물 확보)에는 기여하지만 SDG15(육상생태계)·SDG14(하천·연안 생태)에는 손실을 발생시켜, 목표 간 상충이 명확한 정책수단입니다."",""badge_reason"":""발표 수치 인용 R. 시점 배치만 가정.""}",3
S09-I1,S09,물부족량 중 농업용수 비중,%,indirect,2,"6,8",negative,strong,S,mid,97.3% — 물부족은 사실상 전부 농업 문제,,"[{""y"":2030,""v"":97.3,""b"":""S"",""c"":""mid""}]",,"{""definition"":""2030년 예상 물부족량 중 농업용수가 차지하는 비율. 물 문제가 도시·산업이 아니라 농업 부문에 집중된다는 구조를 드러냅니다."",""sources"":[{""title"":""제1차 국가물관리기본계획 — 2030년 생활·공업용수 660만 톤, 농업용수 2억 5,000만 톤 부족"",""org"":""환경부"",""year"":2021,""url"":""https://www.kwater.or.kr/gov3/sub03/annoView.do?seq=4111""}],""steps"":[""계산: 250 ÷ (250 + 6.6) × 100 = 97.3%."",""해석: 도시 급수 대책보다 농업용수 확보·절수가 물 정책의 핵심이라는 뜻이며, 이는 SDG2(식량)와 SDG6(물)이 사실상 같은 문제임을 보여줍니다.""],""assumptions"":[""계획서의 부문별 부족량 값이 정확하다고 전제(2차 경로 인용)""],""limits"":""농업용수 부족량이 큰 이유 중 하나는 농업용수의 이수안전도 기준이 생활용수보다 낮게 설정되어 있기 때문이기도 합니다. 즉 '부족량이 크다'가 곧 '피해가 크다'는 뜻은 아닙니다. 또한 2026년 전망(5.5억 톤)에서는 부문 구성이 달라질 수 있습니다."",""badge_reason"":""공표된 부문별 값의 단순 비율 계산이므로 S.""}",4
S09-I2,S09,식량자급률·곡물자급률,%,indirect,2,"6,17",negative,strong,R,mid,"식량자급률 47.9%, 곡물자급률 21.6%(2023) — 목표는 2027년 55.5%",식량자급률,"[{""y"":2023,""v"":47.9,""b"":""R"",""c"":""mid""},{""y"":2027,""v"":55.5,""b"":""R"",""c"":""mid""}]","[{""name"":""곡물자급률"",""points"":[{""y"":2023,""v"":21.6}]},{""name"":""곡물자급률(2021~23 평균)"",""points"":[{""y"":2022,""v"":19.5}]}]","{""definition"":""식량자급률은 사료용을 제외한 식용 곡물의 국내 생산 비율, 곡물자급률은 사료용을 포함한 전체 곡물의 국내 생산 비율. K-SDGs 목표2(식량안보)의 대표 지표입니다."",""sources"":[{""title"":""2023년 식량자급률 47.9%, 곡물자급률 21.6%"",""org"":""농림축산식품부"",""year"":2024,""url"":""https://www.nongmin.com/article/20240117500661""},{""title"":""2021~2023년 평균 곡물자급률 19.5% — 주요국 중 최하위 수준"",""org"":""한국농촌경제연구원"",""year"":2024,""url"":""https://www.khan.co.kr/article/202406281229001""},{""title"":""2027년까지 식량자급률 55.5%로 상향 목표"",""org"":""농림축산식품부"",""year"":2023,""url"":""https://www.korea.kr/news/policyNewsView.do?newsId=148909725""}],""steps"":[""공표값을 그대로 인용(R). 계산·가공 없음."",""물 시나리오에 배치한 이유: 물부족량의 97.3%가 농업용수(I1)이고, 농업용수 부족은 곧 생산량 감소를 통해 자급률로 나타나기 때문입니다.""],""assumptions"":[""농식품부 산정 기준(식용 vs 사료용 포함) 차이를 그대로 반영""],""limits"":""자급률 통계는 산정 기준에 따라 값이 크게 달라집니다(식량 47.9% vs 곡물 21.6%로 2배 이상 차이). 어느 지표를 쓰느냐에 따라 정책 진단이 달라지므로 항상 기준을 함께 밝혀야 합니다. 또한 자급률 하락의 주 원인은 물 부족이 아니라 식생활 변화(밀·옥수수 소비 증가)와 농지 감소이므로, 이 지표를 S09의 결과로만 해석하면 안 됩니다 — 인과가 아니라 연관 지표입니다."",""badge_reason"":""공표 통계 인용 R, 2차 경로라 신뢰도 '중'.""}",5
S09-I3,S09,1인당 일일 생활용수 사용량,L/인·일,indirect,12,"6,11",negative,medium,B,mid,"192L — 독일의 약 1.6배, 물스트레스 국가 중 최고 수준 소비",한국,"[{""y"":2022,""v"":192,""b"":""R"",""c"":""mid""}]","[{""name"":""독일"",""points"":[{""y"":2022,""v"":120}]}]","{""definition"":""가정·상업 등 생활 부문에서 1인이 하루에 사용하는 물의 양. 물 스트레스 국가이면서도 소비가 많다는 모순을 드러내는 SDG12(지속가능한 소비) 지표입니다."",""sources"":[{""title"":""'물 부족국가' 대한민국, 하루 1인당 물 192ℓ 사용…독일보다 1.6배 많아"",""org"":""환경부 상수도통계(언론 보도)"",""year"":2024,""url"":""https://www.newspim.com/news/view/20240322000685""}],""steps"":[""공표된 국내 값 192L를 인용(R, 2차 경로)."",""독일 값은 보도의 '1.6배' 서술로부터 역산: 192 ÷ 1.6 = 120L(S).""],""assumptions"":[""'1.6배'가 정확히 1.6이라고 가정해 독일 값을 역산""],""limits"":""국가 간 생활용수 사용량 비교는 통계 정의(누수량 포함 여부, 상업용수 포함 여부)에 따라 달라져 단순 비교가 어렵습니다. 이 지표를 시계열 없이 단일 시점으로만 제시한 것은 그 때문입니다. 국제비교 성격이라 배지는 B입니다."",""badge_reason"":""국내 값은 R이지만 지표의 의미가 국제비교에 있고 비교국 값을 역산했으므로 지표 배지는 B.""}",6
S09-I4,S09,하천수 취수율(물 스트레스 수준),%,indirect,6,"14,15",negative,medium,B,low,약 36% — UN 기준 '높은 물 스트레스'(25% 초과) 국가,한국 취수율,"[{""y"":2022,""v"":36,""b"":""B"",""c"":""low""},{""y"":2050,""v"":33,""b"":""E"",""c"":""low""}]","[{""name"":""UN 높은 물스트레스 기준(25%)"",""ref"":true,""points"":[{""y"":2022,""v"":25},{""y"":2050,""v"":25}]}]","{""definition"":""재생 가능한 담수 자원 중 실제로 취수되는 비율. UN SDG 공식 지표 6.4.2(Level of water stress)에 해당하며, 25%를 초과하면 '높은 물 스트레스'로 분류됩니다."",""sources"":[{""title"":""UN은 하천 취수율 기준으로 우리나라를 인도·남아공·이탈리아 등과 함께 높은 수준의 물 스트레스 국가로 분류"",""org"":""UN / FAO AQUASTAT"",""year"":2023,""url"":""https://www.civicnews.com/news/articleView.html?idxno=33542""}],""steps"":[""① 현재값 36%는 국내 수자원 이용률로 통상 인용되는 값을 채택(B — 원 통계표를 직접 확인하지 못했습니다)."",""② 2050년 값은 인구감소로 생활용수 취수가 줄어드는 효과만 반영한 추정(E): 생활용수가 총 취수의 약 25%를 차지하고 인구가 8.8% 감소한다고 보아 36 × (1 − 0.25×0.088) ≈ 35.2, 여기에 농업용수 절수·재이용 확대를 추가로 반영해 33%로 배치.""],""assumptions"":[""현재 취수율 36%는 통설 값이며 UN 공식 산정치와 다를 수 있습니다"",""재생가능 담수자원 총량이 불변이라고 가정"",""농업용수 절수 효과는 임의로 반영""],""limits"":""이 대시보드에서 근거가 가장 약한 지표 중 하나입니다. 현재값의 원 통계표를 확인하지 못했고 미래값은 이중 가정에 기반합니다. UN SDG 6.4.2의 공식 국가 보고치를 확인해 대체해야 합니다. 방향(인구감소로 완화)만 참고하십시오."",""badge_reason"":""현재값은 국제기준 인용이라 B, 미래는 자체 추정 E, 신뢰도 '하'.""}",7
S10-D1,S10,해수면 상승 높이,cm (현재 대비),direct,11,"14,9",negative,strong,R,high,고탄소 2050년 +25cm → 2100년 +82cm / 저탄소 2050년 +20cm → 2100년 +47cm,SSP5-8.5(고탄소),"[{""y"":2020,""v"":0,""b"":""R"",""c"":""high""},{""y"":2050,""v"":25,""b"":""R"",""c"":""high""},{""y"":2100,""v"":82,""b"":""R"",""c"":""high""}]","[{""name"":""SSP1-2.6(저탄소)"",""points"":[{""y"":2020,""v"":0},{""y"":2050,""v"":20},{""y"":2100,""v"":47}]},{""name"":""RCP8.5 구 전망(2021년)"",""points"":[{""y"":2020,""v"":0},{""y"":2100,""v"":73}]}]","{""definition"":""우리나라 주변 해역의 평균 해수면 높이 상승폭(cm). 기본 계열은 고탄소(SSP5-8.5), 보조 계열은 저탄소(SSP1-2.6)와 2021년 발표된 구 전망(RCP8.5)입니다."",""sources"":[{""title"":""신기후변화 시나리오 적용 우리나라 주변 해역 해수면, 2100년까지 최대 82cm 상승 전망 — 고탄소 2050년 25cm·2100년 82cm, 저탄소 2050년 20cm·2100년 47cm"",""org"":""해양수산부·국립해양조사원"",""year"":2023,""url"":""https://www.mof.go.kr/doc/ko/selectDoc.do?docSeq=49514&menuSeq=971&bbsSeq=10""},{""title"":""2100년, 우리나라 주변 해역 해수면 73cm 높아질 수도(RCP8.5 기반 구 전망)"",""org"":""해양수산부"",""year"":2021,""url"":""https://www.mof.go.kr/doc/ko/selectDoc.do?docSeq=37297&menuSeq=971&bbsSeq=10""}],""steps"":[""보도자료의 공표값을 그대로 인용했습니다(R). 계산·가공 없음.""],""assumptions"":[""기준시점을 2020년 전후로 해석(보도자료에 명시된 기준기간을 따름)""],""limits"":""전국 평균값이며 해역별로 상승폭이 다릅니다(일반적으로 동해 > 남해 > 서해). 또한 국지적 지반침하가 있는 지역에서는 체감 상대해수면 상승이 이보다 큽니다. 남극 빙상 급변 시나리오가 제외되어 있어 상한이 아닌 중앙 전망입니다."",""badge_reason"":""공표 전망값 인용, R.""}",1
